PIPELINE,BW,PERCENTAGE,Area [um^2],Energy [fJ]
1,8,12,166.944,142.3730
1,8,25,166.944,177.9870
1,8,38,166.944,202.4050
1,8,50,166.944,226.4770
1,8,62,166.944,242.5320
1,8,75,166.944,242.7960
1,8,88,166.944,268.9080
1,8,100,166.944,357.4390
1,10,10,230.679,197.1740
1,10,20,230.679,238.5690
1,10,30,230.679,263.1170
1,10,40,230.679,270.2920
1,10,50,230.679,322.0550
1,10,60,230.679,336.8420
1,10,70,230.679,343.9450
1,10,80,230.679,337.7270
1,10,90,230.679,359.2700
1,10,100,230.679,522.2170
1,12,8,318.455,279.2510
1,12,17,318.455,278.7670
1,12,25,318.455,343.8610
1,12,33,318.455,380.7990
1,12,42,318.455,411.5380
1,12,50,318.455,438.5060
1,12,58,318.455,452.3630
1,12,67,318.455,411.1950
1,12,75,318.455,504.7290
1,12,83,318.455,467.1270
1,12,92,318.455,506.2770
1,12,100,318.455,726.2250
1,14,7,419.590,336.1250
1,14,14,419.590,352.5170
1,14,21,419.590,402.1460
1,14,29,419.590,439.9630
1,14,36,419.590,507.1460
1,14,43,419.590,545.8000
1,14,50,419.590,593.6100
1,14,57,419.590,582.1860
1,14,64,419.590,649.8350
1,14,71,419.590,639.5550
1,14,79,419.590,649.7580
1,14,86,419.590,644.3850
1,14,93,419.590,706.9010
1,14,100,419.590,1006.7200
1,16,6,534.083,413.6130
1,16,12,534.083,396.7140
1,16,19,534.083,498.8180
1,16,25,534.083,538.1080
1,16,31,534.083,608.8480
1,16,38,534.083,619.2250
1,16,44,534.083,722.4080
1,16,50,534.083,731.9620
1,16,56,534.083,792.6220
1,16,62,534.083,746.1960
1,16,69,534.083,801.2400
1,16,75,534.083,817.5080
1,16,81,534.083,836.8880
1,16,88,534.083,856.5600
1,16,94,534.083,862.0850
1,16,100,534.083,1255.7500
1,18,6,661.934,498.8960
1,18,11,661.934,496.4370
1,18,17,661.934,580.8460
1,18,22,661.934,629.0900
1,18,28,661.934,679.2450
1,18,33,661.934,791.5490
1,18,39,661.934,806.1590
1,18,44,661.934,872.3210
1,18,50,661.934,898.2340
1,18,56,661.934,965.6530
1,18,61,661.934,927.6610
1,18,67,661.934,944.2920
1,18,72,661.934,975.5300
1,18,78,661.934,1020.2100
1,18,83,661.934,1000.8300
1,18,89,661.934,1029.6900
1,18,94,661.934,1012.5300
1,18,100,661.934,1562.3100
1,20,5,805.099,544.8970
1,20,10,805.099,599.3870
1,20,15,805.099,686.6040
1,20,20,805.099,727.5480
1,20,25,805.099,777.0900
1,20,30,805.099,867.3410
1,20,35,805.099,959.4380
1,20,40,805.099,980.1100
1,20,45,805.099,1094.0500
1,20,50,805.099,1089.8200
1,20,55,805.099,1144.3200
1,20,60,805.099,1166.1400
1,20,65,805.099,1184.9800
1,20,70,805.099,1198.0200
1,20,75,805.099,1188.1400
1,20,80,805.099,1232.8000
1,20,85,805.099,1185.6200
1,20,90,805.099,1217.6500
1,20,95,805.099,1156.6400
1,20,100,805.099,1911.8100
1,22,5,958.619,652.7380
1,22,9,958.619,866.1330
1,22,14,958.619,1010.7900
1,22,18,958.619,1062.9900
1,22,23,958.619,1080.1200
1,22,27,958.619,1178.8300
1,22,32,958.619,1186.4200
1,22,36,958.619,1356.9900
1,22,41,958.619,1322.0600
1,22,45,958.619,1357.4900
1,22,50,958.619,1261.4400
1,22,55,958.619,1415.1200
1,22,59,958.619,1414.4200
1,22,64,958.619,1443.4100
1,22,68,958.619,1568.3500
1,22,73,958.619,1556.7300
1,22,77,958.619,1541.4000
1,22,82,958.619,1598.4500
1,22,86,958.619,1531.9000
1,22,91,958.619,1519.3800
1,22,95,958.619,1528.3400
1,22,100,958.619,1275.2000
1,24,4,1132.819,795.2570
1,24,8,1132.819,1044.5400
1,24,12,1132.819,1093.6300
1,24,17,1132.819,1081.2000
1,24,21,1132.819,1244.2000
1,24,25,1132.819,1242.5300
1,24,29,1132.819,1323.7200
1,24,33,1132.819,1250.9000
1,24,38,1132.819,1356.5900
1,24,42,1132.819,1504.0700
1,24,46,1132.819,1486.2500
1,24,50,1132.819,1428.2400
1,24,54,1132.819,1508.7400
1,24,58,1132.819,1558.2000
1,24,63,1132.819,1507.1200
1,24,67,1132.819,1481.5300
1,24,71,1132.819,1669.7300
1,24,75,1132.819,1538.7900
1,24,79,1132.819,1468.4500
1,24,83,1132.819,1512.1800
1,24,88,1132.819,1466.3500
1,24,92,1132.819,1433.1100
1,24,96,1132.819,1391.2100
1,24,100,1132.819,1277.6200
1,26,4,1256.578,859.3510
1,26,8,1256.578,1093.9100
1,26,12,1256.578,1032.1200
1,26,15,1256.578,1101.2300
1,26,19,1256.578,1331.2400
1,26,23,1256.578,1276.3100
1,26,27,1256.578,1404.5800
1,26,31,1256.578,1437.5500
1,26,35,1256.578,1593.6700
1,26,38,1256.578,1577.0900
1,26,42,1256.578,1661.3100
1,26,46,1256.578,1688.1000
1,26,50,1256.578,1606.1500
1,26,54,1256.578,1744.2700
1,26,58,1256.578,1734.5300
1,26,62,1256.578,1838.2100
1,26,65,1256.578,1772.4700
1,26,69,1256.578,1902.1900
1,26,73,1256.578,1825.1900
1,26,77,1256.578,1855.9000
1,26,81,1256.578,1889.7400
1,26,85,1256.578,1807.8200
1,26,88,1256.578,1812.3600
1,26,92,1256.578,1771.7400
1,26,96,1256.578,1771.0300
1,26,100,1256.578,1461.4300
1,28,4,1473.297,1063.5700
1,28,7,1473.297,1334.4500
1,28,11,1473.297,1277.8400
1,28,14,1473.297,1452.1300
1,28,18,1473.297,1506.2000
1,28,21,1473.297,1455.1200
1,28,25,1473.297,1541.2400
1,28,29,1473.297,1607.7100
1,28,32,1473.297,1714.1700
1,28,36,1473.297,1900.1400
1,28,39,1473.297,1718.2600
1,28,43,1473.297,1902.4700
1,28,46,1473.297,2038.8800
1,28,50,1473.297,1804.1000
1,28,54,1473.297,1970.1900
1,28,57,1473.297,1948.0000
1,28,61,1473.297,2088.3100
1,28,64,1473.297,1951.0000
1,28,68,1473.297,2123.5300
1,28,71,1473.297,2097.3100
1,28,75,1473.297,1930.8300
1,28,79,1473.297,1992.0300
1,28,82,1473.297,1910.0000
1,28,86,1473.297,1899.8600
1,28,89,1473.297,1954.9000
1,28,93,1473.297,1853.5400
1,28,96,1473.297,1669.7200
1,28,100,1473.297,1634.7400
1,30,3,1643.559,1144.1000
1,30,7,1643.559,1506.0100
1,30,10,1643.559,1351.9100
1,30,13,1643.559,1491.6700
1,30,17,1643.559,1493.6200
1,30,20,1643.559,1591.1900
1,30,23,1643.559,1587.9300
1,30,27,1643.559,1743.3500
1,30,30,1643.559,1881.1200
1,30,33,1643.559,1706.0200
1,30,37,1643.559,1985.6100
1,30,40,1643.559,1914.3100
1,30,43,1643.559,2100.9300
1,30,47,1643.559,2234.6200
1,30,50,1643.559,2093.6000
1,30,53,1643.559,2161.0900
1,30,57,1643.559,2357.3000
1,30,60,1643.559,2222.5300
1,30,63,1643.559,2190.3600
1,30,67,1643.559,2192.2900
1,30,70,1643.559,2414.5600
1,30,73,1643.559,2307.7900
1,30,77,1643.559,2316.6800
1,30,80,1643.559,2169.4800
1,30,83,1643.559,2384.0300
1,30,87,1643.559,2252.1300
1,30,90,1643.559,2382.0100
1,30,93,1643.559,2146.9200
1,30,97,1643.559,2172.3500
1,30,100,1643.559,1919.7000
1,32,3,1769.465,943.3060
1,32,6,1769.465,1196.3000
1,32,9,1769.465,1511.2000
1,32,12,1769.465,1513.2900
1,32,16,1769.465,1836.4300
1,32,19,1769.465,1872.8600
1,32,22,1769.465,1841.2000
1,32,25,1769.465,2034.4300
1,32,28,1769.465,2164.0400
1,32,31,1769.465,2264.6100
1,32,34,1769.465,2403.3100
1,32,38,1769.465,2595.7700
1,32,41,1769.465,2921.4300
1,32,44,1769.465,2644.8900
1,32,47,1769.465,2977.5100
1,32,50,1769.465,2703.1000
1,32,53,1769.465,2892.0900
1,32,56,1769.465,3229.2500
1,32,59,1769.465,3258.3400
1,32,62,1769.465,3315.5200
1,32,66,1769.465,3485.8900
1,32,69,1769.465,3606.6400
1,32,72,1769.465,3644.9400
1,32,75,1769.465,3559.1800
1,32,78,1769.465,3977.2600
1,32,81,1769.465,4126.3800
1,32,84,1769.465,3989.6300
1,32,88,1769.465,4246.2300
1,32,91,1769.465,4318.6600
1,32,94,1769.465,4211.1700
1,32,97,1769.465,4033.4400
1,32,100,1769.465,3900.1100
1,34,3,1927.132,1001.5200
1,34,6,1927.132,1219.9600
1,34,9,1927.132,1697.3900
1,34,12,1927.132,1548.6500
1,34,15,1927.132,1838.2600
1,34,18,1927.132,2009.0100
1,34,21,1927.132,2036.4800
1,34,24,1927.132,2272.4800
1,34,26,1927.132,2430.9000
1,34,29,1927.132,2461.3700
1,34,32,1927.132,2387.2900
1,34,35,1927.132,2816.5200
1,34,38,1927.132,2883.7400
1,34,41,1927.132,3013.5300
1,34,44,1927.132,3007.5800
1,34,47,1927.132,3428.3600
1,34,50,1927.132,3013.4600
1,34,53,1927.132,3407.7600
1,34,56,1927.132,3525.7600
1,34,59,1927.132,3826.7500
1,34,62,1927.132,3867.7400
1,34,65,1927.132,3918.4600
1,34,68,1927.132,4254.4900
1,34,71,1927.132,4263.9900
1,34,74,1927.132,4242.5100
1,34,76,1927.132,4416.8500
1,34,79,1927.132,4422.3200
1,34,82,1927.132,4586.3900
1,34,85,1927.132,4671.6500
1,34,88,1927.132,4903.0200
1,34,91,1927.132,4839.9100
1,34,94,1927.132,4813.9800
1,34,97,1927.132,4748.8800
1,34,100,1927.132,4564.4000
1,36,3,2227.849,1110.0900
1,36,6,2227.849,1343.0000
1,36,8,2227.849,1982.9200
1,36,11,2227.849,1762.2700
1,36,14,2227.849,2256.2500
1,36,17,2227.849,2219.2800
1,36,19,2227.849,2577.3600
1,36,22,2227.849,2689.5500
1,36,25,2227.849,2822.6400
1,36,28,2227.849,3017.5500
1,36,31,2227.849,3109.3200
1,36,33,2227.849,2985.1800
1,36,36,2227.849,3576.7200
1,36,39,2227.849,3631.4900
1,36,42,2227.849,3741.4200
1,36,44,2227.849,3935.8900
1,36,47,2227.849,4292.7400
1,36,50,2227.849,3854.0100
1,36,53,2227.849,4206.2900
1,36,56,2227.849,4437.0200
1,36,58,2227.849,4813.3800
1,36,61,2227.849,4706.4500
1,36,64,2227.849,4781.9700
1,36,67,2227.849,4817.1800
1,36,69,2227.849,5487.5500
1,36,72,2227.849,5297.6500
1,36,75,2227.849,5295.6700
1,36,78,2227.849,5729.6400
1,36,81,2227.849,6019.6400
1,36,83,2227.849,5674.7600
1,36,86,2227.849,6028.0400
1,36,89,2227.849,6355.0200
1,36,92,2227.849,6179.8100
1,36,94,2227.849,6173.3300
1,36,97,2227.849,6222.8400
1,36,100,2227.849,5985.8900
1,38,3,2367.433,1259.9000
1,38,5,2367.433,1424.9200
1,38,8,2367.433,1992.8600
1,38,11,2367.433,1858.7500
1,38,13,2367.433,2130.6100
1,38,16,2367.433,2438.8300
1,38,18,2367.433,2359.6200
1,38,21,2367.433,2336.7800
1,38,24,2367.433,2757.0200
1,38,26,2367.433,3066.6700
1,38,29,2367.433,3011.9400
1,38,32,2367.433,2947.4000
1,38,34,2367.433,3353.8200
1,38,37,2367.433,3472.0700
1,38,39,2367.433,3687.2700
1,38,42,2367.433,3458.4400
1,38,45,2367.433,3712.7300
1,38,47,2367.433,4091.3200
1,38,50,2367.433,3652.0900
1,38,53,2367.433,3996.7700
1,38,55,2367.433,4271.3900
1,38,58,2367.433,4516.8800
1,38,61,2367.433,4606.3500
1,38,63,2367.433,4459.6800
1,38,66,2367.433,4515.7900
1,38,68,2367.433,4810.4900
1,38,71,2367.433,4993.2400
1,38,74,2367.433,4988.9500
1,38,76,2367.433,5234.6000
1,38,79,2367.433,5435.2300
1,38,82,2367.433,5522.3100
1,38,84,2367.433,5372.0200
1,38,87,2367.433,5595.2600
1,38,89,2367.433,5800.1900
1,38,92,2367.433,5664.1600
1,38,95,2367.433,5661.6500
1,38,97,2367.433,5328.0100
1,38,100,2367.433,5295.0200
1,40,2,2556.275,1324.9000
1,40,5,2556.275,1537.8200
1,40,8,2556.275,2072.4300
1,40,10,2556.275,1955.3000
1,40,12,2556.275,2099.8200
1,40,15,2556.275,2459.0400
1,40,18,2556.275,2530.2000
1,40,20,2556.275,2540.6300
1,40,22,2556.275,2684.6200
1,40,25,2556.275,2883.6200
1,40,28,2556.275,2991.3200
1,40,30,2556.275,3286.9800
1,40,32,2556.275,3014.4700
1,40,35,2556.275,3508.8300
1,40,38,2556.275,3592.9100
1,40,40,2556.275,4096.2700
1,40,42,2556.275,3617.6600
1,40,45,2556.275,3851.0800
1,40,48,2556.275,4247.5200
1,40,50,2556.275,3616.2000
1,40,52,2556.275,4258.3500
1,40,55,2556.275,4216.8400
1,40,58,2556.275,4513.1400
1,40,60,2556.275,4712.2100
1,40,62,2556.275,4522.2700
1,40,65,2556.275,4999.7300
1,40,68,2556.275,4857.5900
1,40,70,2556.275,5160.6800
1,40,72,2556.275,5052.2000
1,40,75,2556.275,4912.7500
1,40,78,2556.275,5580.9900
1,40,80,2556.275,5697.5400
1,40,82,2556.275,5692.6300
1,40,85,2556.275,5639.3300
1,40,88,2556.275,5765.9500
1,40,90,2556.275,6105.4400
1,40,92,2556.275,5672.9200
1,40,95,2556.275,5954.2700
1,40,98,2556.275,5435.1300
1,40,100,2556.275,5477.6500
1,42,2,2899.319,1382.8400
1,42,5,2899.319,1757.4000
1,42,7,2899.319,2535.8300
1,42,10,2899.319,2433.9200
1,42,12,2899.319,2667.1500
1,42,14,2899.319,2871.6200
1,42,17,2899.319,2820.7800
1,42,19,2899.319,3328.1700
1,42,21,2899.319,3254.3300
1,42,24,2899.319,3736.3900
1,42,26,2899.319,3951.2000
1,42,29,2899.319,4071.3500
1,42,31,2899.319,4268.7700
1,42,33,2899.319,4097.7500
1,42,36,2899.319,4834.5100
1,42,38,2899.319,4823.5900
1,42,40,2899.319,5383.5900
1,42,43,2899.319,5107.9600
1,42,45,2899.319,5270.1300
1,42,48,2899.319,5715.6100
1,42,50,2899.319,5005.5600
1,42,52,2899.319,5689.5400
1,42,55,2899.319,5763.8400
1,42,57,2899.319,6340.7900
1,42,60,2899.319,6290.8100
1,42,62,2899.319,6424.8900
1,42,64,2899.319,6598.5500
1,42,67,2899.319,6801.6400
1,42,69,2899.319,7218.2000
1,42,71,2899.319,7318.7600
1,42,74,2899.319,7163.4300
1,42,76,2899.319,7612.0500
1,42,79,2899.319,7756.6500
1,42,81,2899.319,7977.6000
1,42,83,2899.319,7567.1800
1,42,86,2899.319,8118.6800
1,42,88,2899.319,8223.3000
1,42,90,2899.319,8419.3100
1,42,93,2899.319,8172.3500
1,42,95,2899.319,8378.7600
1,42,98,2899.319,8246.1600
1,42,100,2899.319,8093.4800
1,44,2,3056.684,1574.3400
1,44,5,3056.684,1846.6100
1,44,7,3056.684,2328.8200
1,44,9,3056.684,2671.3500
1,44,11,3056.684,2417.3100
1,44,14,3056.684,2973.4200
1,44,16,3056.684,3137.3300
1,44,18,3056.684,3049.3200
1,44,20,3056.684,3354.9800
1,44,23,3056.684,3439.2000
1,44,25,3056.684,3766.5600
1,44,27,3056.684,3840.7500
1,44,30,3056.684,4072.1900
1,44,32,3056.684,3756.9000
1,44,34,3056.684,4273.9400
1,44,36,3056.684,4550.9800
1,44,39,3056.684,4610.0000
1,44,41,3056.684,4842.6300
1,44,43,3056.684,4771.4500
1,44,45,3056.684,4899.9200
1,44,48,3056.684,5446.8200
1,44,50,3056.684,4637.6400
1,44,52,3056.684,5238.9400
1,44,55,3056.684,5310.1900
1,44,57,3056.684,5585.4200
1,44,59,3056.684,5848.6700
1,44,61,3056.684,5967.9400
1,44,64,3056.684,5956.5200
1,44,66,3056.684,5850.1000
1,44,68,3056.684,6219.2900
1,44,70,3056.684,6544.4200
1,44,73,3056.684,6458.2400
1,44,75,3056.684,6336.1100
1,44,77,3056.684,7014.4700
1,44,80,3056.684,6994.9500
1,44,82,3056.684,6985.2700
1,44,84,3056.684,6925.4200
1,44,86,3056.684,7221.4900
1,44,89,3056.684,7473.1300
1,44,91,3056.684,7395.4400
1,44,93,3056.684,7266.5500
1,44,95,3056.684,7428.7700
1,44,98,3056.684,6956.7100
1,44,100,3056.684,7054.3100
1,46,2,3267.960,1595.9700
1,46,4,3267.960,1942.7100
1,46,7,3267.960,2415.3200
1,46,9,3267.960,2641.9500
1,46,11,3267.960,2432.9600
1,46,13,3267.960,2856.0200
1,46,15,3267.960,3237.1600
1,46,17,3267.960,3060.9200
1,46,20,3267.960,3275.9200
1,46,22,3267.960,3436.9800
1,46,24,3267.960,3925.3100
1,46,26,3267.960,4123.7900
1,46,28,3267.960,3982.5200
1,46,30,3267.960,4249.1000
1,46,33,3267.960,3850.5700
1,46,35,3267.960,4500.9600
1,46,37,3267.960,4997.4100
1,46,39,3267.960,4997.0000
1,46,41,3267.960,4716.0100
1,46,43,3267.960,4759.1900
1,46,46,3267.960,5067.4900
1,46,48,3267.960,5566.8700
1,46,50,3267.960,4526.7800
1,46,52,3267.960,5408.0500
1,46,54,3267.960,5555.0700
1,46,57,3267.960,5766.4100
1,46,59,3267.960,5919.3700
1,46,61,3267.960,6228.5700
1,46,63,3267.960,5944.3700
1,46,65,3267.960,6448.3000
1,46,67,3267.960,6140.2000
1,46,70,3267.960,6693.8500
1,46,72,3267.960,6476.8800
1,46,74,3267.960,6572.5900
1,46,76,3267.960,6852.0500
1,46,78,3267.960,7051.1900
1,46,80,3267.960,7371.0300
1,46,83,3267.960,7168.5200
1,46,85,3267.960,7140.5900
1,46,87,3267.960,7428.3600
1,46,89,3267.960,7609.1400
1,46,91,3267.960,7456.6400
1,46,93,3267.960,7373.8500
1,46,96,3267.960,7691.7900
1,46,98,3267.960,6946.2800
1,46,100,3267.960,6855.1600
1,48,2,3655.451,1599.1200
1,48,4,3655.451,2036.7900
1,48,6,3655.451,2433.6400
1,48,8,3655.451,2976.2800
1,48,10,3655.451,2554.9400
1,48,12,3655.451,2892.9500
1,48,15,3655.451,3527.7600
1,48,17,3655.451,3273.0800
1,48,19,3655.451,3652.1900
1,48,21,3655.451,3640.5900
1,48,23,3655.451,3931.3100
1,48,25,3655.451,4033.6300
1,48,27,3655.451,4545.6500
1,48,29,3655.451,4567.6500
1,48,31,3655.451,4751.0200
1,48,33,3655.451,4326.7100
1,48,35,3655.451,5075.7900
1,48,38,3655.451,5213.8500
1,48,40,3655.451,5363.4400
1,48,42,3655.451,5303.7000
1,48,44,3655.451,5426.1000
1,48,46,3655.451,5774.3500
1,48,48,3655.451,6284.5900
1,48,50,3655.451,5607.4600
1,48,52,3655.451,5893.2600
1,48,54,3655.451,6000.8500
1,48,56,3655.451,6523.9100
1,48,58,3655.451,6730.6200
1,48,60,3655.451,7082.5300
1,48,63,3655.451,6587.1700
1,48,65,3655.451,6845.3500
1,48,67,3655.451,6516.2800
1,48,69,3655.451,7389.5400
1,48,71,3655.451,7406.9500
1,48,73,3655.451,7158.1000
1,48,75,3655.451,7092.3900
1,48,77,3655.451,7808.2000
1,48,79,3655.451,7655.8900
1,48,81,3655.451,8225.5200
1,48,83,3655.451,7722.9800
1,48,85,3655.451,8080.5600
1,48,88,3655.451,8297.6800
1,48,90,3655.451,8621.1700
1,48,92,3655.451,8239.9300
1,48,94,3655.451,8335.2800
1,48,96,3655.451,8412.7800
1,48,98,3655.451,7864.6700
1,48,100,3655.451,8140.7500
1,50,2,3969.850,2840.4700
1,50,4,3969.850,3184.0600
1,50,6,3969.850,3095.0300
1,50,8,3969.850,3038.6900
1,50,10,3969.850,2923.7000
1,50,12,3969.850,2952.1200
1,50,14,3969.850,3453.8600
1,50,16,3969.850,3308.1300
1,50,18,3969.850,3399.9000
1,50,20,3969.850,3448.0900
1,50,22,3969.850,3678.2100
1,50,24,3969.850,3785.4200
1,50,26,3969.850,4025.7800
1,50,28,3969.850,3878.6300
1,50,30,3969.850,3999.8900
1,50,32,3969.850,4007.6300
1,50,34,3969.850,4556.8400
1,50,36,3969.850,4571.2900
1,50,38,3969.850,4507.9800
1,50,40,3969.850,4080.3100
1,50,42,3969.850,4353.6000
1,50,44,3969.850,4644.5100
1,50,46,3969.850,4605.8300
1,50,48,3969.850,4653.3600
1,50,50,3969.850,4642.1000
1,50,52,3969.850,4896.2100
1,50,54,3969.850,4825.5000
1,50,56,3969.850,4950.4400
1,50,58,3969.850,4966.2400
1,50,60,3969.850,5001.5100
1,50,62,3969.850,5003.8700
1,50,64,3969.850,4781.3200
1,50,66,3969.850,4692.1200
1,50,68,3969.850,5438.1100
1,50,70,3969.850,4963.4400
1,50,72,3969.850,5275.2900
1,50,74,3969.850,4834.5300
1,50,76,3969.850,5172.1500
1,50,78,3969.850,5165.9700
1,50,80,3969.850,4679.7100
1,50,82,3969.850,5008.3000
1,50,84,3969.850,5020.4300
1,50,86,3969.850,5051.9500
1,50,88,3969.850,5097.3400
1,50,90,3969.850,4843.0600
1,50,92,3969.850,4855.3100
1,50,94,3969.850,4733.8400
1,50,96,3969.850,4765.0300
1,50,98,3969.850,4181.7200
1,50,100,3969.850,4102.9500
1,52,2,4445.556,2793.2100
1,52,4,4445.556,3851.6900
1,52,6,4445.556,3453.7000
1,52,8,4445.556,3460.5600
1,52,10,4445.556,3181.8600
1,52,12,4445.556,3300.4800
1,52,13,4445.556,3918.0000
1,52,15,4445.556,3741.5000
1,52,17,4445.556,3833.5400
1,52,19,4445.556,3823.0500
1,52,21,4445.556,3846.9500
1,52,23,4445.556,4027.9700
1,52,25,4445.556,4217.4000
1,52,27,4445.556,4399.7100
1,52,29,4445.556,4652.2500
1,52,31,4445.556,4378.1500
1,52,33,4445.556,4145.3100
1,52,35,4445.556,4882.9500
1,52,37,4445.556,4950.7000
1,52,38,4445.556,4901.9700
1,52,40,4445.556,5243.8200
1,52,42,4445.556,4905.6100
1,52,44,4445.556,4787.6800
1,52,46,4445.556,4965.0900
1,52,48,4445.556,4859.9000
1,52,50,4445.556,5057.2200
1,52,52,4445.556,5165.8900
1,52,54,4445.556,5094.0200
1,52,56,4445.556,5234.9400
1,52,58,4445.556,5352.8700
1,52,60,4445.556,5156.7300
1,52,62,4445.556,5102.4300
1,52,63,4445.556,4983.9800
1,52,65,4445.556,4645.1900
1,52,67,4445.556,5603.9000
1,52,69,4445.556,5497.6000
1,52,71,4445.556,5169.3100
1,52,73,4445.556,5127.0400
1,52,75,4445.556,4660.7400
1,52,77,4445.556,4914.6100
1,52,79,4445.556,4747.2200
1,52,81,4445.556,5253.2800
1,52,83,4445.556,4902.6000
1,52,85,4445.556,4672.6500
1,52,87,4445.556,4879.2200
1,52,88,4445.556,4864.4900
1,52,90,4445.556,4645.3400
1,52,92,4445.556,4543.7800
1,52,94,4445.556,4420.5900
1,52,96,4445.556,4444.9900
1,52,98,4445.556,4111.7100
1,52,100,4445.556,4948.6100
1,54,2,4668.680,2850.0500
1,54,4,4668.680,4092.9100
1,54,6,4668.680,3280.6900
1,54,7,4668.680,3491.5800
1,54,9,4668.680,3236.8300
1,54,11,4668.680,3039.3800
1,54,13,4668.680,3587.0900
1,54,15,4668.680,3887.1600
